Student_ID,Subject_Knowledge,Concept_Clarity,Presentation_Usage,Assignment_Difficulty,Doubt_Solving,Course_Structure,Student_Support,Recommendation,Event_Name,Event_Type,Department,Avg_Score,Comments,Sentiment_Score,Sentiment_Label
128,6,2,6,1,9,3,9,2,Webinar on Careers,Seminar,CSE,4.75,Assignments were too difficult for our level.,-0.3612,Negative
444,8,2,6,10,7,2,4,8,Cultural Fest,Workshop,EEE,5.875,Excellent structure and support by the instructor.,0.7506,Positive
572,6,5,4,4,8,6,8,9,Webinar on Careers,Cultural,CSE,6.25,The session was amazing and very informative.,0.5859,Positive
319,8,3,6,6,7,10,8,4,AI Workshop,Cultural,CIVIL,6.5,The presentation was poor and hard to follow.,-0.5423,Negative
390,8,6,7,5,1,4,3,9,Tech Talk,Cultural,MECH,5.375,I loved how doubts were cleared instantly.,0.4767,Positive
176,10,2,6,7,4,10,1,3,Tech Talk,Seminar,EEE,5.375,Assignments were too difficult for our level.,-0.3612,Negative
883,7,4,4,2,8,6,7,4,Tech Talk,Cultural,CIVIL,5.25,Excellent structure and support by the instructor.,0.7506,Positive
831,5,2,8,3,5,10,7,7,Webinar on Careers,Workshop,ECE,5.875,The session was amazing and very informative.,0.5859,Positive
220,10,5,8,7,9,7,2,7,Python Bootcamp,Cultural,ECE,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
17,7,6,5,3,9,5,5,2,Tech Talk,Workshop,ECE,5.25,I loved how doubts were cleared instantly.,0.4767,Positive
938,10,10,6,5,2,9,9,9,AI Workshop,Workshop,ECE,7.5,Assignments were too difficult for our level.,-0.3612,Negative
651,8,7,6,3,9,10,6,1,AI Workshop,Seminar,ECE,6.25,Excellent structure and support by the instructor.,0.7506,Positive
953,5,10,8,10,6,4,6,4,Python Bootcamp,Cultural,ECE,6.625,The session was amazing and very informative.,0.5859,Positive
902,5,8,6,10,4,5,5,9,Python Bootcamp,Seminar,CSE,6.5,The presentation was poor and hard to follow.,-0.5423,Negative
167,7,7,5,8,6,9,9,8,Webinar on Careers,Workshop,MECH,7.375,I loved how doubts were cleared instantly.,0.4767,Positive
669,9,3,4,5,2,2,1,6,Webinar on Careers,Seminar,MECH,4.0,Assignments were too difficult for our level.,-0.3612,Negative
859,8,3,5,9,10,3,1,6,Tech Talk,Seminar,EEE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
120,8,4,7,5,4,4,10,6,AI Workshop,Seminar,MECH,6.0,The session was amazing and very informative.,0.5859,Positive
293,10,4,7,1,6,7,7,4,Tech Talk,Seminar,CIVIL,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
789,10,2,8,7,9,8,1,4,AI Workshop,Cultural,EEE,6.125,I loved how doubts were cleared instantly.,0.4767,Positive
182,5,2,7,2,3,6,1,9,Python Bootcamp,Workshop,ECE,4.375,Assignments were too difficult for our level.,-0.3612,Negative
369,10,5,4,4,3,7,4,10,AI Workshop,Seminar,MECH,5.875,Excellent structure and support by the instructor.,0.7506,Positive
207,6,8,6,7,9,7,2,5,Cultural Fest,Seminar,CSE,6.25,The session was amazing and very informative.,0.5859,Positive
842,10,7,5,3,3,6,4,6,AI Workshop,Workshop,CIVIL,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
38,5,8,7,6,10,8,9,5,Tech Talk,Seminar,ECE,7.25,I loved how doubts were cleared instantly.,0.4767,Positive
495,5,4,7,9,6,10,5,9,Webinar on Careers,Cultural,CSE,6.875,Assignments were too difficult for our level.,-0.3612,Negative
942,10,6,8,3,7,8,4,5,AI Workshop,Workshop,ECE,6.375,Excellent structure and support by the instructor.,0.7506,Positive
752,10,7,4,4,4,9,10,7,Tech Talk,Seminar,MECH,6.875,The session was amazing and very informative.,0.5859,Positive
940,7,3,6,9,10,8,3,5,Cultural Fest,Cultural,ECE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
648,5,7,7,9,6,3,10,3,Webinar on Careers,Workshop,CSE,6.25,I loved how doubts were cleared instantly.,0.4767,Positive
125,6,2,4,5,9,7,7,7,Tech Talk,Cultural,CSE,5.875,Assignments were too difficult for our level.,-0.3612,Negative
516,10,2,8,9,2,3,3,1,AI Workshop,Cultural,ECE,4.75,Excellent structure and support by the instructor.,0.7506,Positive
963,9,6,4,5,3,3,6,6,Cultural Fest,Cultural,CSE,5.25,The session was amazing and very informative.,0.5859,Positive
215,5,6,6,2,1,9,5,8,Python Bootcamp,Cultural,CIVIL,5.25,The presentation was poor and hard to follow.,-0.5423,Negative
823,7,5,8,3,4,3,1,10,Python Bootcamp,Workshop,EEE,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
840,5,7,5,6,9,9,10,6,Webinar on Careers,Workshop,EEE,7.125,Assignments were too difficult for our level.,-0.3612,Negative
429,8,3,5,1,8,1,8,9,Python Bootcamp,Seminar,EEE,5.375,Excellent structure and support by the instructor.,0.7506,Positive
109,6,3,5,6,1,6,6,10,Webinar on Careers,Workshop,CSE,5.375,The session was amazing and very informative.,0.5859,Positive
795,6,9,8,4,2,6,10,6,Cultural Fest,Workshop,EEE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
760,9,4,4,3,8,5,10,1,Cultural Fest,Cultural,EEE,5.5,I loved how doubts were cleared instantly.,0.4767,Positive
536,10,10,4,7,8,7,6,2,Tech Talk,Workshop,CSE,6.75,Assignments were too difficult for our level.,-0.3612,Negative
888,6,6,5,2,3,6,6,3,Tech Talk,Seminar,ECE,4.625,Excellent structure and support by the instructor.,0.7506,Positive
719,10,10,8,7,6,10,6,4,Cultural Fest,Seminar,CSE,7.625,The session was amazing and very informative.,0.5859,Positive
654,6,4,4,9,5,8,8,2,AI Workshop,Seminar,CSE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
947,7,3,8,1,5,9,7,2,Tech Talk,Workshop,CSE,5.25,I loved how doubts were cleared instantly.,0.4767,Positive
403,5,7,6,6,5,6,4,6,Python Bootcamp,Seminar,MECH,5.625,Assignments were too difficult for our level.,-0.3612,Negative
124,9,9,7,9,1,9,4,3,Webinar on Careers,Cultural,CSE,6.375,Excellent structure and support by the instructor.,0.7506,Positive
548,9,8,6,7,1,2,7,6,Tech Talk,Cultural,EEE,5.75,The session was amazing and very informative.,0.5859,Positive
880,7,3,6,3,5,3,3,10,Cultural Fest,Cultural,MECH,5.0,The presentation was poor and hard to follow.,-0.5423,Negative
939,10,10,7,4,1,2,3,9,Python Bootcamp,Cultural,MECH,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
166,6,10,4,4,4,8,4,6,Webinar on Careers,Seminar,CSE,5.75,Assignments were too difficult for our level.,-0.3612,Negative
885,5,6,7,7,2,2,5,7,Tech Talk,Seminar,MECH,5.125,Excellent structure and support by the instructor.,0.7506,Positive
112,7,9,6,9,1,7,1,2,AI Workshop,Workshop,EEE,5.25,The session was amazing and very informative.,0.5859,Positive
811,8,8,8,6,1,4,9,1,Tech Talk,Seminar,MECH,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
213,10,8,4,10,1,5,6,2,AI Workshop,Cultural,ECE,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
375,10,4,4,1,3,4,7,9,AI Workshop,Seminar,ECE,5.25,Assignments were too difficult for our level.,-0.3612,Negative
897,6,7,4,1,9,8,8,7,Webinar on Careers,Cultural,CSE,6.25,Excellent structure and support by the instructor.,0.7506,Positive
460,7,8,5,6,7,7,6,7,Tech Talk,Workshop,MECH,6.625,The session was amazing and very informative.,0.5859,Positive
416,6,2,5,8,9,6,3,7,Tech Talk,Seminar,CSE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
571,8,9,7,3,1,8,9,7,Tech Talk,Cultural,CSE,6.5,I loved how doubts were cleared instantly.,0.4767,Positive
744,8,5,7,3,10,4,6,7,Python Bootcamp,Seminar,EEE,6.25,Assignments were too difficult for our level.,-0.3612,Negative
378,9,8,7,2,4,7,2,6,Python Bootcamp,Seminar,EEE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
121,5,9,5,2,4,5,6,6,Webinar on Careers,Workshop,EEE,5.25,The session was amazing and very informative.,0.5859,Positive
462,10,4,8,5,4,6,4,7,AI Workshop,Cultural,EEE,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
777,8,6,4,6,4,7,10,1,Tech Talk,Workshop,MECH,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
845,5,10,6,8,4,4,4,5,AI Workshop,Cultural,EEE,5.75,Assignments were too difficult for our level.,-0.3612,Negative
533,6,10,5,7,2,5,10,10,Tech Talk,Seminar,CSE,6.875,Excellent structure and support by the instructor.,0.7506,Positive
450,5,2,6,2,4,5,1,4,AI Workshop,Cultural,EEE,3.625,The session was amazing and very informative.,0.5859,Positive
717,6,2,4,6,6,2,6,9,Python Bootcamp,Seminar,ECE,5.125,The presentation was poor and hard to follow.,-0.5423,Negative
469,10,8,6,1,3,5,8,10,Python Bootcamp,Cultural,CSE,6.375,I loved how doubts were cleared instantly.,0.4767,Positive
670,7,7,8,1,6,1,2,1,Cultural Fest,Seminar,MECH,4.125,Assignments were too difficult for our level.,-0.3612,Negative
137,8,2,5,2,4,9,7,8,Webinar on Careers,Cultural,EEE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
801,10,7,4,3,6,1,10,4,Tech Talk,Seminar,CIVIL,5.625,The session was amazing and very informative.,0.5859,Positive
315,5,10,5,10,8,4,8,4,Python Bootcamp,Cultural,CSE,6.75,The presentation was poor and hard to follow.,-0.5423,Negative
153,7,7,5,3,8,9,8,9,AI Workshop,Workshop,ECE,7.0,I loved how doubts were cleared instantly.,0.4767,Positive
190,8,6,7,5,6,4,3,8,AI Workshop,Seminar,ECE,5.875,Assignments were too difficult for our level.,-0.3612,Negative
22,7,9,4,1,2,8,10,4,Python Bootcamp,Cultural,CSE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
949,9,8,7,1,7,6,9,4,Tech Talk,Workshop,MECH,6.375,The session was amazing and very informative.,0.5859,Positive
523,10,2,6,9,7,5,10,9,Cultural Fest,Seminar,EEE,7.25,The presentation was poor and hard to follow.,-0.5423,Negative
527,5,6,5,2,8,6,9,8,Tech Talk,Seminar,CSE,6.125,I loved how doubts were cleared instantly.,0.4767,Positive
461,7,10,7,6,6,8,4,9,Python Bootcamp,Cultural,MECH,7.125,Assignments were too difficult for our level.,-0.3612,Negative
244,5,8,4,9,3,10,1,3,Webinar on Careers,Workshop,CIVIL,5.375,Excellent structure and support by the instructor.,0.7506,Positive
363,9,3,8,10,2,7,5,1,Webinar on Careers,Seminar,CIVIL,5.625,The session was amazing and very informative.,0.5859,Positive
610,8,10,6,8,2,1,5,1,Python Bootcamp,Seminar,CIVIL,5.125,The presentation was poor and hard to follow.,-0.5423,Negative
381,9,2,8,8,1,9,1,2,Webinar on Careers,Cultural,ECE,5.0,I loved how doubts were cleared instantly.,0.4767,Positive
954,8,8,6,3,9,5,7,2,AI Workshop,Workshop,CSE,6.0,Assignments were too difficult for our level.,-0.3612,Negative
604,10,9,8,9,4,8,7,9,AI Workshop,Cultural,MECH,8.0,Excellent structure and support by the instructor.,0.7506,Positive
414,10,6,4,8,2,9,9,3,Tech Talk,Cultural,ECE,6.375,The session was amazing and very informative.,0.5859,Positive
151,8,7,5,10,8,3,8,6,Webinar on Careers,Cultural,CIVIL,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
721,6,9,4,1,4,10,10,9,Python Bootcamp,Seminar,EEE,6.625,I loved how doubts were cleared instantly.,0.4767,Positive
664,10,8,7,4,8,2,1,10,Python Bootcamp,Cultural,EEE,6.25,Assignments were too difficult for our level.,-0.3612,Negative
956,7,2,6,5,2,3,8,7,Tech Talk,Workshop,CIVIL,5.0,Excellent structure and support by the instructor.,0.7506,Positive
747,5,3,5,6,5,10,3,6,Tech Talk,Seminar,MECH,5.375,The session was amazing and very informative.,0.5859,Positive
438,9,6,5,9,2,3,9,3,Webinar on Careers,Seminar,MECH,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
975,5,10,4,8,7,6,8,3,Tech Talk,Workshop,MECH,6.375,I loved how doubts were cleared instantly.,0.4767,Positive
277,5,6,8,7,2,7,1,10,Python Bootcamp,Cultural,CIVIL,5.75,Assignments were too difficult for our level.,-0.3612,Negative
312,7,2,7,6,6,3,7,2,Webinar on Careers,Seminar,CSE,5.0,Excellent structure and support by the instructor.,0.7506,Positive
565,10,9,7,10,4,8,5,4,Webinar on Careers,Seminar,ECE,7.125,The session was amazing and very informative.,0.5859,Positive
739,8,7,5,10,1,1,8,1,AI Workshop,Workshop,CIVIL,5.125,The presentation was poor and hard to follow.,-0.5423,Negative
584,8,8,5,8,6,6,9,4,Webinar on Careers,Cultural,ECE,6.75,I loved how doubts were cleared instantly.,0.4767,Positive
894,6,3,5,4,7,1,5,5,AI Workshop,Workshop,CIVIL,4.5,Assignments were too difficult for our level.,-0.3612,Negative
270,9,10,5,9,6,4,7,7,Webinar on Careers,Seminar,CIVIL,7.125,Excellent structure and support by the instructor.,0.7506,Positive
966,7,4,5,3,1,8,10,2,Python Bootcamp,Workshop,CIVIL,5.0,The session was amazing and very informative.,0.5859,Positive
489,7,2,5,8,1,1,8,8,Tech Talk,Cultural,ECE,5.0,The presentation was poor and hard to follow.,-0.5423,Negative
665,6,3,4,2,8,5,8,5,Webinar on Careers,Workshop,CIVIL,5.125,I loved how doubts were cleared instantly.,0.4767,Positive
71,9,10,8,4,9,3,8,2,Python Bootcamp,Workshop,CIVIL,6.625,Assignments were too difficult for our level.,-0.3612,Negative
603,7,2,7,1,7,7,1,7,Tech Talk,Cultural,EEE,4.875,Excellent structure and support by the instructor.,0.7506,Positive
196,8,10,8,10,6,7,7,7,Tech Talk,Workshop,CIVIL,7.875,The session was amazing and very informative.,0.5859,Positive
804,9,3,7,6,10,7,9,7,Cultural Fest,Cultural,EEE,7.25,The presentation was poor and hard to follow.,-0.5423,Negative
837,5,10,4,1,4,8,9,1,AI Workshop,Workshop,EEE,5.25,I loved how doubts were cleared instantly.,0.4767,Positive
530,6,5,4,9,1,2,3,6,AI Workshop,Workshop,CSE,4.5,Assignments were too difficult for our level.,-0.3612,Negative
720,6,6,6,9,10,4,6,7,Webinar on Careers,Seminar,EEE,6.75,Excellent structure and support by the instructor.,0.7506,Positive
272,5,4,6,4,4,7,7,9,AI Workshop,Seminar,CIVIL,5.75,The session was amazing and very informative.,0.5859,Positive
984,5,10,6,4,2,10,4,6,Cultural Fest,Workshop,CIVIL,5.875,The presentation was poor and hard to follow.,-0.5423,Negative
185,10,3,8,4,1,10,7,9,Python Bootcamp,Seminar,ECE,6.5,I loved how doubts were cleared instantly.,0.4767,Positive
487,6,6,4,2,10,10,1,9,Python Bootcamp,Seminar,MECH,6.0,Assignments were too difficult for our level.,-0.3612,Negative
75,8,9,8,6,2,7,9,10,Webinar on Careers,Cultural,EEE,7.375,Excellent structure and support by the instructor.,0.7506,Positive
718,6,3,6,7,6,6,2,6,Tech Talk,Workshop,MECH,5.25,The session was amazing and very informative.,0.5859,Positive
496,10,7,4,6,10,5,3,6,Tech Talk,Workshop,ECE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
630,5,5,4,8,3,6,6,8,Python Bootcamp,Seminar,EEE,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
637,8,10,5,6,10,8,2,2,Tech Talk,Workshop,CSE,6.375,Assignments were too difficult for our level.,-0.3612,Negative
360,9,9,8,2,3,1,8,6,Cultural Fest,Cultural,ECE,5.75,Excellent structure and support by the instructor.,0.7506,Positive
183,6,7,5,5,4,7,1,9,Python Bootcamp,Seminar,EEE,5.5,The session was amazing and very informative.,0.5859,Positive
689,10,8,7,8,1,9,5,10,AI Workshop,Workshop,ECE,7.25,The presentation was poor and hard to follow.,-0.5423,Negative
236,6,9,6,4,1,2,8,4,Tech Talk,Workshop,MECH,5.0,I loved how doubts were cleared instantly.,0.4767,Positive
768,6,6,6,3,5,9,8,3,Webinar on Careers,Workshop,CIVIL,5.75,Assignments were too difficult for our level.,-0.3612,Negative
316,7,2,7,8,6,4,2,9,Cultural Fest,Workshop,MECH,5.625,Excellent structure and support by the instructor.,0.7506,Positive
396,6,10,4,6,1,2,4,10,Tech Talk,Seminar,ECE,5.375,The session was amazing and very informative.,0.5859,Positive
212,6,4,4,6,5,10,10,2,AI Workshop,Workshop,CSE,5.875,The presentation was poor and hard to follow.,-0.5423,Negative
830,9,7,7,10,7,8,6,4,AI Workshop,Workshop,ECE,7.25,I loved how doubts were cleared instantly.,0.4767,Positive
209,9,8,5,3,3,10,7,2,Webinar on Careers,Seminar,CIVIL,5.875,Assignments were too difficult for our level.,-0.3612,Negative
62,7,4,4,5,3,10,2,1,Tech Talk,Seminar,ECE,4.5,Excellent structure and support by the instructor.,0.7506,Positive
447,8,7,7,1,4,7,10,9,AI Workshop,Seminar,ECE,6.625,The session was amazing and very informative.,0.5859,Positive
100,6,6,6,10,7,5,7,8,AI Workshop,Cultural,CSE,6.875,The presentation was poor and hard to follow.,-0.5423,Negative
305,10,8,8,4,6,3,10,4,Python Bootcamp,Workshop,ECE,6.625,I loved how doubts were cleared instantly.,0.4767,Positive
494,10,6,6,6,4,10,2,9,Webinar on Careers,Cultural,MECH,6.625,Assignments were too difficult for our level.,-0.3612,Negative
328,10,6,5,4,6,10,8,2,AI Workshop,Seminar,EEE,6.375,Excellent structure and support by the instructor.,0.7506,Positive
854,8,2,8,4,6,2,4,7,Cultural Fest,Workshop,CIVIL,5.125,The session was amazing and very informative.,0.5859,Positive
866,5,10,4,8,3,7,4,5,Python Bootcamp,Seminar,ECE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
943,8,9,7,10,6,7,7,6,Python Bootcamp,Seminar,ECE,7.5,I loved how doubts were cleared instantly.,0.4767,Positive
734,9,8,5,3,10,1,8,3,Cultural Fest,Workshop,EEE,5.875,Assignments were too difficult for our level.,-0.3612,Negative
189,9,3,6,2,3,8,10,7,Webinar on Careers,Workshop,MECH,6.0,Excellent structure and support by the instructor.,0.7506,Positive
404,10,5,7,8,1,5,10,4,Cultural Fest,Workshop,MECH,6.25,The session was amazing and very informative.,0.5859,Positive
518,7,4,8,5,7,9,2,6,AI Workshop,Seminar,CIVIL,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
856,6,9,4,6,8,8,3,8,Webinar on Careers,Cultural,CSE,6.5,I loved how doubts were cleared instantly.,0.4767,Positive
70,9,2,5,8,10,9,7,6,Webinar on Careers,Cultural,ECE,7.0,Assignments were too difficult for our level.,-0.3612,Negative
457,7,4,8,2,3,6,8,4,AI Workshop,Cultural,MECH,5.25,Excellent structure and support by the instructor.,0.7506,Positive
148,5,4,4,4,8,10,5,5,Cultural Fest,Seminar,MECH,5.625,The session was amazing and very informative.,0.5859,Positive
958,10,10,5,8,5,10,7,8,AI Workshop,Workshop,CSE,7.875,The presentation was poor and hard to follow.,-0.5423,Negative
356,7,3,7,6,4,2,1,10,Webinar on Careers,Workshop,MECH,5.0,I loved how doubts were cleared instantly.,0.4767,Positive
793,10,9,6,4,7,6,8,3,Python Bootcamp,Cultural,ECE,6.625,Assignments were too difficult for our level.,-0.3612,Negative
771,8,7,6,4,8,7,3,2,AI Workshop,Workshop,EEE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
452,5,6,7,9,7,8,6,1,AI Workshop,Seminar,ECE,6.125,The session was amazing and very informative.,0.5859,Positive
72,8,7,7,3,4,1,4,7,Webinar on Careers,Seminar,EEE,5.125,The presentation was poor and hard to follow.,-0.5423,Negative
710,7,2,6,5,7,7,6,10,AI Workshop,Workshop,MECH,6.25,I loved how doubts were cleared instantly.,0.4767,Positive
980,6,3,7,1,5,4,9,4,Cultural Fest,Workshop,MECH,4.875,Assignments were too difficult for our level.,-0.3612,Negative
145,6,8,4,6,1,3,2,7,Python Bootcamp,Seminar,ECE,4.625,Excellent structure and support by the instructor.,0.7506,Positive
960,6,9,6,1,3,3,5,8,AI Workshop,Cultural,MECH,5.125,The session was amazing and very informative.,0.5859,Positive
660,5,7,7,3,10,3,3,4,Webinar on Careers,Seminar,CIVIL,5.25,The presentation was poor and hard to follow.,-0.5423,Negative
987,9,10,7,8,7,3,8,7,Python Bootcamp,Seminar,CSE,7.375,I loved how doubts were cleared instantly.,0.4767,Positive
534,9,5,7,5,2,6,10,8,Cultural Fest,Workshop,CIVIL,6.5,Assignments were too difficult for our level.,-0.3612,Negative
858,9,5,5,3,2,2,7,7,Cultural Fest,Workshop,ECE,5.0,Excellent structure and support by the instructor.,0.7506,Positive
324,10,5,5,2,2,5,7,6,AI Workshop,Workshop,CIVIL,5.25,The session was amazing and very informative.,0.5859,Positive
884,7,4,7,10,5,1,7,4,AI Workshop,Workshop,EEE,5.625,The presentation was poor and hard to follow.,-0.5423,Negative
611,8,9,5,3,9,5,8,3,Python Bootcamp,Workshop,ECE,6.25,I loved how doubts were cleared instantly.,0.4767,Positive
136,8,6,7,10,9,9,2,3,Python Bootcamp,Cultural,CSE,6.75,Assignments were too difficult for our level.,-0.3612,Negative
705,9,3,6,3,3,5,1,2,Tech Talk,Seminar,CSE,4.0,Excellent structure and support by the instructor.,0.7506,Positive
991,7,4,5,8,9,8,5,1,Cultural Fest,Cultural,EEE,5.875,The session was amazing and very informative.,0.5859,Positive
676,9,8,5,7,4,10,2,6,Python Bootcamp,Workshop,EEE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
769,9,8,8,8,1,1,8,5,Tech Talk,Cultural,MECH,6.0,I loved how doubts were cleared instantly.,0.4767,Positive
246,7,10,8,8,4,10,3,8,AI Workshop,Cultural,EEE,7.25,Assignments were too difficult for our level.,-0.3612,Negative
644,9,6,8,2,7,6,4,6,Python Bootcamp,Cultural,MECH,6.0,Excellent structure and support by the instructor.,0.7506,Positive
263,7,9,4,7,9,8,10,7,Python Bootcamp,Cultural,CIVIL,7.625,The session was amazing and very informative.,0.5859,Positive
476,9,4,6,4,8,6,4,10,Tech Talk,Seminar,EEE,6.375,The presentation was poor and hard to follow.,-0.5423,Negative
697,7,7,6,1,8,10,5,2,Python Bootcamp,Seminar,CIVIL,5.75,I loved how doubts were cleared instantly.,0.4767,Positive
95,7,2,5,5,9,6,8,3,AI Workshop,Cultural,CIVIL,5.625,Assignments were too difficult for our level.,-0.3612,Negative
688,8,6,7,5,6,1,4,10,Python Bootcamp,Workshop,CIVIL,5.875,Excellent structure and support by the instructor.,0.7506,Positive
633,8,2,4,7,4,6,7,4,Python Bootcamp,Cultural,CIVIL,5.25,The session was amazing and very informative.,0.5859,Positive
241,8,3,8,8,10,1,8,6,AI Workshop,Cultural,CSE,6.5,The presentation was poor and hard to follow.,-0.5423,Negative
524,9,8,4,6,10,1,9,10,Cultural Fest,Seminar,ECE,7.125,I loved how doubts were cleared instantly.,0.4767,Positive
504,9,4,5,6,6,1,7,10,AI Workshop,Cultural,EEE,6.0,Assignments were too difficult for our level.,-0.3612,Negative
417,9,6,7,9,5,1,7,2,Webinar on Careers,Cultural,EEE,5.75,Excellent structure and support by the instructor.,0.7506,Positive
554,6,6,8,2,4,6,4,10,Webinar on Careers,Workshop,EEE,5.75,The session was amazing and very informative.,0.5859,Positive
656,6,2,7,2,5,6,9,9,Python Bootcamp,Workshop,ECE,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
19,10,4,6,3,9,10,9,3,Tech Talk,Cultural,ECE,6.75,I loved how doubts were cleared instantly.,0.4767,Positive
275,8,5,4,9,5,5,8,10,Cultural Fest,Cultural,EEE,6.75,Assignments were too difficult for our level.,-0.3612,Negative
478,5,10,7,6,8,7,3,9,Tech Talk,Seminar,EEE,6.875,Excellent structure and support by the instructor.,0.7506,Positive
132,6,9,5,8,10,3,2,10,Tech Talk,Cultural,MECH,6.625,The session was amazing and very informative.,0.5859,Positive
515,8,3,5,10,3,4,9,4,Cultural Fest,Cultural,CIVIL,5.75,The presentation was poor and hard to follow.,-0.5423,Negative
44,8,9,5,3,6,9,4,9,AI Workshop,Cultural,CSE,6.625,I loved how doubts were cleared instantly.,0.4767,Positive
388,6,10,4,5,6,4,4,9,Webinar on Careers,Workshop,EEE,6.0,Assignments were too difficult for our level.,-0.3612,Negative
204,8,7,6,3,3,10,3,6,Python Bootcamp,Seminar,CIVIL,5.75,Excellent structure and support by the instructor.,0.7506,Positive
338,5,2,4,6,9,10,9,4,Tech Talk,Seminar,EEE,6.125,The session was amazing and very informative.,0.5859,Positive
619,8,7,6,4,3,9,3,8,Webinar on Careers,Cultural,CSE,6.0,The presentation was poor and hard to follow.,-0.5423,Negative
205,8,4,4,2,1,7,9,7,Tech Talk,Cultural,MECH,5.25,I loved how doubts were cleared instantly.,0.4767,Positive
39,7,3,7,10,6,4,8,2,AI Workshop,Seminar,CSE,5.875,Assignments were too difficult for our level.,-0.3612,Negative
53,5,8,5,1,10,8,5,7,Tech Talk,Seminar,CIVIL,6.125,Excellent structure and support by the instructor.,0.7506,Positive
58,9,3,7,1,2,3,10,7,Webinar on Careers,Cultural,ECE,5.25,The session was amazing and very informative.,0.5859,Positive
157,9,6,8,2,8,4,4,3,AI Workshop,Cultural,CSE,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
28,8,6,6,9,9,9,4,7,Python Bootcamp,Cultural,MECH,7.25,I loved how doubts were cleared instantly.,0.4767,Positive
833,8,6,7,7,7,9,10,9,Webinar on Careers,Workshop,MECH,7.875,Assignments were too difficult for our level.,-0.3612,Negative
252,8,9,4,6,10,2,7,5,AI Workshop,Seminar,CSE,6.375,Excellent structure and support by the instructor.,0.7506,Positive
658,8,5,6,7,10,4,6,4,Tech Talk,Workshop,ECE,6.25,The session was amazing and very informative.,0.5859,Positive
179,6,3,7,6,2,6,5,2,AI Workshop,Seminar,CIVIL,4.625,The presentation was poor and hard to follow.,-0.5423,Negative
851,9,6,4,10,2,1,3,10,Cultural Fest,Cultural,MECH,5.625,I loved how doubts were cleared instantly.,0.4767,Positive
809,7,8,7,5,10,2,8,8,Cultural Fest,Workshop,MECH,6.875,Assignments were too difficult for our level.,-0.3612,Negative
330,7,7,5,7,9,10,2,2,Cultural Fest,Cultural,MECH,6.125,Excellent structure and support by the instructor.,0.7506,Positive
94,10,10,4,7,8,2,4,4,Tech Talk,Cultural,EEE,6.125,The session was amazing and very informative.,0.5859,Positive
826,10,5,7,2,8,7,10,5,AI Workshop,Seminar,MECH,6.75,The presentation was poor and hard to follow.,-0.5423,Negative
227,9,3,6,4,7,4,4,7,Tech Talk,Workshop,EEE,5.5,I loved how doubts were cleared instantly.,0.4767,Positive
1000,9,8,5,4,10,7,7,10,Webinar on Careers,Cultural,CIVIL,7.5,Assignments were too difficult for our level.,-0.3612,Negative
114,10,9,7,1,8,4,4,2,AI Workshop,Cultural,CSE,5.625,Excellent structure and support by the instructor.,0.7506,Positive
251,5,9,6,9,6,4,5,2,Python Bootcamp,Seminar,CIVIL,5.75,The session was amazing and very informative.,0.5859,Positive
613,5,6,6,3,9,4,2,9,Cultural Fest,Workshop,CSE,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
101,10,5,6,6,9,8,10,3,Webinar on Careers,Cultural,EEE,7.125,I loved how doubts were cleared instantly.,0.4767,Positive
871,7,8,7,10,10,7,2,2,Tech Talk,Workshop,CIVIL,6.625,Assignments were too difficult for our level.,-0.3612,Negative
551,6,3,5,7,3,1,9,10,AI Workshop,Workshop,ECE,5.5,Excellent structure and support by the instructor.,0.7506,Positive
931,6,5,7,3,6,5,6,10,Tech Talk,Seminar,ECE,6.0,The session was amazing and very informative.,0.5859,Positive
49,8,7,8,8,1,1,8,3,Tech Talk,Workshop,EEE,5.5,The presentation was poor and hard to follow.,-0.5423,Negative
512,5,10,7,9,9,9,6,9,Cultural Fest,Cultural,MECH,8.0,I loved how doubts were cleared instantly.,0.4767,Positive
